idx,question,sql,tables,shape_id,group,group_size
101,What was the average daily outflow from each roof type on the day immediately following days with at least 15 mm precipitation?,"WITH daily_rain AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Rain) AS total_rain
  FROM wetter
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
), days_after_heavy_rain AS (
  SELECT
    day + INTERVAL '1' DAY AS day
  FROM daily_rain
  WHERE
    total_rain >= 15
), daily_outflow AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS gravel_outflow,
    SUM(Extensiv1_Efflux) AS extensive_irrigated_outflow,
    SUM(Extensiv2_Efflux) AS extensive_non_irrigated_outflow,
    SUM(Sumpf2_Efflux) AS wetland_outflow,
    SUM(Zeitlysi_Efflux_x) AS small_lysimeter_timer_outflow,
    SUM(Sensorlysi_Efflux_x) AS small_lysimeter_sensor_outflow
  FROM outflow
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
)
SELECT
  AVG(d.gravel_outflow) AS avg_gravel_outflow,
  AVG(d.extensive_irrigated_outflow) AS avg_extensive_irrigated_outflow,
  AVG(d.extensive_non_irrigated_outflow) AS avg_extensive_non_irrigated_outflow,
  AVG(d.wetland_outflow) AS avg_wetland_outflow,
  AVG(d.small_lysimeter_timer_outflow) AS avg_small_lysimeter_timer_outflow,
  AVG(d.small_lysimeter_sensor_outflow) AS avg_small_lysimeter_sensor_outflow
FROM daily_outflow AS d
JOIN days_after_heavy_rain AS n
  ON d.day = n.day","['outflow', 'wetter']",83,3,4
102,Which individual calendar month showed the largest increase in total wetland roof outflow relative to the immediately preceding month?,"WITH monthly AS (
  SELECT
    DATE_TRUNC('MONTH', timestamp) AS month,
    SUM(Sumpf2_Efflux) AS total_outflow
  FROM outflow
  GROUP BY
    DATE_TRUNC('MONTH', timestamp)
)
SELECT
  month,
  total_outflow - LAG(total_outflow) OVER (ORDER BY month) AS increase
FROM monthly
QUALIFY
  NOT increase IS NULL
ORDER BY
  increase DESC
LIMIT 1",['outflow'],84,62,1
103,What was the longest run of consecutive days on which the non-irrigated extensive green roof produced less than 0.5 liter of daily outflow?,"WITH daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Extensiv2_Efflux) AS daily_outflow
  FROM outflow
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
), low_days AS (
  SELECT
    day
  FROM daily
  WHERE
    daily_outflow < 0.5
), grouped AS (
  SELECT
    day,
    day - INTERVAL (
      ROW_NUMBER() OVER (ORDER BY day)
    ) DAY AS grp
  FROM low_days
)
SELECT
  COUNT(*) AS longest_run_days
FROM grouped
GROUP BY
  grp
ORDER BY
  longest_run_days DESC
LIMIT 1",['outflow'],85,4,3
104,"Defining a rain event as a run of consecutive days each with at least 1 mm precipitation, what was the average total outflow per event for each roof type, considering only events lasting at least 3 days?","WITH daily_rain AS (
  SELECT
    CAST(timestamp AS DATE) AS day,
    SUM(Rain) AS rain
  FROM wetter
  GROUP BY
    1
), rainy_days AS (
  SELECT
    day,
    day - CAST(ROW_NUMBER() OVER (ORDER BY day) AS INT) AS grp
  FROM daily_rain
  WHERE
    rain >= 1
), events AS (
  SELECT
    grp,
    MIN(day) AS start_day,
    MAX(day) AS end_day
  FROM rainy_days
  GROUP BY
    grp
  HAVING
    COUNT(*) >= 3
), event_totals AS (
  SELECT
    e.grp,
    SUM(o.Kies_Efflux) AS gravel_total,
    SUM(o.Extensiv1_Efflux) AS ext_irrigated_total,
    SUM(o.Extensiv2_Efflux) AS ext_nonirrigated_total,
    SUM(o.Sumpf2_Efflux) AS wetland_total,
    SUM(o.Zeitlysi_Efflux_x) AS timer_lysimeter_total,
    SUM(o.Sensorlysi_Efflux_x) AS sensor_lysimeter_total
  FROM events AS e
  JOIN outflow AS o
    ON CAST(o.timestamp AS DATE) BETWEEN e.start_day AND e.end_day
  GROUP BY
    e.grp
)
SELECT
  AVG(gravel_total) AS avg_event_outflow_gravel,
  AVG(ext_irrigated_total) AS avg_event_outflow_extensive_irrigated,
  AVG(ext_nonirrigated_total) AS avg_event_outflow_extensive_nonirrigated,
  AVG(wetland_total) AS avg_event_outflow_wetland,
  AVG(timer_lysimeter_total) AS avg_event_outflow_timer_lysimeter,
  AVG(sensor_lysimeter_total) AS avg_event_outflow_sensor_lysimeter
FROM event_totals","['outflow', 'wetter']",86,63,1
105,On what date did the cumulative outflow of the non-irrigated extensive green roof first exceed the cumulative outflow of the smart irrigated extensive green roof?,"WITH cumulative AS (
  SELECT
    timestamp,
    SUM(Extensiv2_Efflux) OVER (ORDER BY timestamp) AS cum_non_irrigated,
    SUM(Extensiv1_Efflux) OVER (ORDER BY timestamp) AS cum_irrigated
  FROM outflow
)
SELECT
  CAST(timestamp AS DATE) AS date
FROM cumulative
WHERE
  cum_non_irrigated > cum_irrigated
ORDER BY
  timestamp
LIMIT 1",['outflow'],87,64,1
106,By what date had the gravel roof accumulated 50% of its total outflow over the entire monitoring period?,"WITH cum AS (
  SELECT
    timestamp,
    SUM(Kies_Efflux) OVER (ORDER BY timestamp) AS cum_outflow,
    SUM(Kies_Efflux) OVER () AS total_outflow
  FROM outflow
)
SELECT
  MIN(CAST(timestamp AS DATE)) AS date_50pct
FROM cum
WHERE
  cum_outflow >= 0.5 * total_outflow",['outflow'],88,65,1
107,"Which 7-day window had the highest total precipitation, and what was the total outflow from each roof type during that same window?","WITH daily_rain AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Rain) AS rain
  FROM wetter
  GROUP BY
    1
), rolling AS (
  SELECT
    day - INTERVAL '6' DAY AS window_start,
    day AS window_end,
    SUM(rain) OVER (ORDER BY day RANGE BETWEEN INTERVAL '6' DAY PRECEDING AND CURRENT ROW) AS total_rain
  FROM daily_rain
), best_window AS (
  SELECT
    window_start,
    window_end,
    total_rain
  FROM rolling
  ORDER BY
    total_rain DESC
  LIMIT 1
)
SELECT
  b.window_start,
  b.window_end,
  b.total_rain AS total_precipitation_mm,
  SUM(o.Kies_Efflux) AS gravel_roof_outflow,
  SUM(o.Extensiv1_Efflux) AS irrigated_extensive_roof_outflow,
  SUM(o.Extensiv2_Efflux) AS non_irrigated_extensive_roof_outflow,
  SUM(o.Sumpf2_Efflux) AS wetland_roof_outflow,
  SUM(o.Zeitlysi_Efflux_x) AS timer_irrigated_small_lysimeter_outflow,
  SUM(o.Sensorlysi_Efflux_x) AS threshold_irrigated_small_lysimeter_outflow
FROM best_window AS b
JOIN outflow AS o
  ON o.timestamp >= b.window_start AND o.timestamp < b.window_end + INTERVAL '1' DAY
GROUP BY
  b.window_start,
  b.window_end,
  b.total_rain","['outflow', 'wetter']",89,66,1
108,What share of the gravel roof's total outflow over the monitoring period occurred on its ten highest-outflow days?,"WITH daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS daily_outflow
  FROM outflow
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
), top10 AS (
  SELECT
    SUM(daily_outflow) AS top10_outflow
  FROM (
    SELECT
      daily_outflow
    FROM daily
    ORDER BY
      daily_outflow DESC
    LIMIT 10
  )
)
SELECT
  top10.top10_outflow / SUM(daily.daily_outflow) AS share_top10_days
FROM daily, top10
GROUP BY
  top10.top10_outflow",['outflow'],90,67,1
109,"For each individual calendar month, on which three dates did the wetland green roof record its highest daily outflow?","SELECT
  DATE_TRUNC('MONTH', timestamp) AS month,
  CAST(timestamp AS DATE) AS date,
  SUM(Sumpf2_Efflux) AS daily_outflow
FROM outflow
GROUP BY
  DATE_TRUNC('MONTH', timestamp),
  CAST(timestamp AS DATE)
QUALIFY
  ROW_NUMBER() OVER (PARTITION BY DATE_TRUNC('MONTH', timestamp) ORDER BY SUM(Sumpf2_Efflux) DESC) <= 3
ORDER BY
  month,
  daily_outflow DESC",['outflow'],91,68,1
110,"On which date did each roof type record its highest daily mean soil temperature, and how many days separate the earliest and latest of those dates?","WITH daily AS (
  SELECT
    CAST(DATE_TRUNC('DAY', timestamp) AS DATE) AS day,
    roof,
    AVG(temp) AS mean_temp
  FROM (
    UNPIVOT tsoil
    ON TGravel, TEx1, TEx2, TIn, TWetland
    INTO NAME roof VALUE temp
  )
  GROUP BY
    day,
    roof
), best AS (
  SELECT
    roof,
    day,
    mean_temp
  FROM daily
  QUALIFY
    ROW_NUMBER() OVER (PARTITION BY roof ORDER BY mean_temp DESC) = 1
)
SELECT
  roof,
  day AS max_daily_mean_date,
  mean_temp AS max_daily_mean_temp,
  DATE_DIFF('DAY', MIN(day) OVER (), MAX(day) OVER ()) AS days_between_earliest_and_latest
FROM best
ORDER BY
  max_daily_mean_date",['tsoil'],92,69,1
111,"On average, how many hours after the time of the daily peak in downward shortwave radiation did the daily peak in corrected surface temperature occur on the gravel roof?","SELECT
  AVG(EPOCH(peak_temp_time - peak_rad_time) / 3600.0) AS avg_hours_lag
FROM (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    ARG_MAX(timestamp, KD_SWdown) AS peak_rad_time,
    ARG_MAX(timestamp, KD_TSFCkorr) AS peak_temp_time
  FROM radiation
  WHERE
    NOT KD_SWdown IS NULL AND NOT KD_TSFCkorr IS NULL
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
) AS daily_peaks",['radiation'],93,70,1
112,"Grouping days into precipitation bins of 0-5, 5-10, 10-20, and above 20 mm, what was the average runoff-to-precipitation ratio of the gravel roof in each bin?","WITH daily_precip AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Rain) AS precip
  FROM wetter
  GROUP BY
    1
), daily_runoff AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS runoff
  FROM outflow
  GROUP BY
    1
)
SELECT
  CASE
    WHEN p.precip > 20
    THEN '>20'
    WHEN p.precip >= 10
    THEN '10-20'
    WHEN p.precip >= 5
    THEN '5-10'
    ELSE '0-5'
  END AS precip_bin,
  AVG(r.runoff / p.precip) AS avg_runoff_to_precip_ratio
FROM daily_precip AS p
JOIN daily_runoff AS r
  USING (day)
WHERE
  p.precip > 0
GROUP BY
  1
ORDER BY
  MIN(p.precip)","['outflow', 'wetter']",94,71,1
113,How did the average corrected surface temperature difference between the gravel roof and the wetland green roof compare between the hours 00:00-06:00 and 12:00-18:00?,"SELECT
  CASE
    WHEN EXTRACT(HOUR FROM timestamp) >= 0 AND EXTRACT(HOUR FROM timestamp) < 6
    THEN '00:00-06:00'
    ELSE '12:00-18:00'
  END AS time_window,
  AVG(KD_TSFCkorr - SD_TSFCkorr) AS avg_corrected_surface_temp_difference
FROM radiation
WHERE
  (
    EXTRACT(HOUR FROM timestamp) >= 0 AND EXTRACT(HOUR FROM timestamp) < 6
  )
  OR (
    EXTRACT(HOUR FROM timestamp) >= 12 AND EXTRACT(HOUR FROM timestamp) < 18
  )
GROUP BY
  time_window
ORDER BY
  time_window",['radiation'],95,72,1
114,"How did average daily outflow for each roof type differ between the first and second halves of the monitoring period, splitting at the midpoint date between the first and last measurement?","WITH bounds AS (
  SELECT
    MIN(timestamp) AS t_first,
    MAX(timestamp) AS t_last,
    MIN(timestamp) + (
      MAX(timestamp) - MIN(timestamp)
    ) / 2 AS t_mid
  FROM outflow
), daily AS (
  SELECT
    DATE_TRUNC('DAY', timestamp) AS day,
    SUM(Kies_Efflux) AS gravel_daily,
    SUM(Extensiv1_Efflux) AS extensive_irrigated_daily,
    SUM(Extensiv2_Efflux) AS extensive_non_irrigated_daily,
    SUM(Sumpf2_Efflux) AS wetland_daily,
    SUM(Zeitlysi_Efflux_x) AS timer_lysimeter_daily,
    SUM(Sensorlysi_Efflux_x) AS sensor_lysimeter_daily
  FROM outflow
  GROUP BY
    DATE_TRUNC('DAY', timestamp)
)
SELECT
  CASE WHEN d.day < b.t_mid THEN 'first half' ELSE 'second half' END AS period,
  MIN(d.day) AS period_start,
  MAX(d.day) AS period_end,
  AVG(d.gravel_daily) AS avg_daily_gravel_outflow,
  AVG(d.extensive_irrigated_daily) AS avg_daily_extensive_irrigated_outflow,
  AVG(d.extensive_non_irrigated_daily) AS avg_daily_extensive_non_irrigated_outflow,
  AVG(d.wetland_daily) AS avg_daily_wetland_outflow,
  AVG(d.timer_lysimeter_daily) AS avg_daily_timer_lysimeter_outflow,
  AVG(d.sensor_lysimeter_daily) AS avg_daily_sensor_lysimeter_outflow
FROM daily AS d
CROSS JOIN bounds AS b
GROUP BY
  CASE WHEN d.day < b.t_mid THEN 'first half' ELSE 'second half' END
ORDER BY
  period",['outflow'],96,73,1
115,Which individual calendar month had the largest share of missing soil moisture measurements for the intensive green roof?,"SELECT
  DATE_TRUNC('MONTH', timestamp) AS month,
  COUNT(*) FILTER(WHERE
    QIn IS NULL) * 1.0 / COUNT(*) AS missing_share
FROM swc
GROUP BY
  month
ORDER BY
  missing_share DESC
LIMIT 1",['swc'],97,74,1
116,"After each day with at least 20 mm precipitation, how many days on average did it take for the non-irrigated extensive green roof's daily outflow to fall below 0.5 liter?","WITH rain_days AS (
  SELECT
    CAST(timestamp AS DATE) AS rain_day
  FROM wetter
  GROUP BY
    CAST(timestamp AS DATE)
  HAVING
    SUM(Rain) >= 20
), daily_outflow AS (
  SELECT
    CAST(timestamp AS DATE) AS day,
    SUM(Extensiv2_Efflux) AS daily_efflux
  FROM outflow
  GROUP BY
    CAST(timestamp AS DATE)
), recovery AS (
  SELECT
    r.rain_day,
    MIN(o.day) AS low_day
  FROM rain_days AS r
  JOIN daily_outflow AS o
    ON o.day > r.rain_day AND o.daily_efflux < 0.5
  GROUP BY
    r.rain_day
)
SELECT
  AVG(DATE_DIFF('DAY', rain_day, low_day)) AS avg_days_to_fall_below
FROM recovery","['outflow', 'wetter']",98,4,3
